card_number,expiry_date,card_provider,date_payment_confirmed
343237498815988,07/27,American Express,2009-12-16
3547436454705020,12/22,JCB 16 digit,2009-01-24
4578376559929,09/28,VISA 13 digit,2007-07-26
3573569511985860,05/27,JCB 16 digit,1994-03-18
3590393572728310,02/28,JCB 16 digit,2001-08-03
213187007916925,05/28,JCB 15 digit,2018-03-23
2268048993122440,07/27,Mastercard,2014-08-10
2434087530392450,02/25,Mastercard,1995-05-08
345585371873666,03/28,American Express,2009-09-15
3598844465634740,12/29,JCB 16 digit,2020-09-01
4322101074312,03/32,VISA 13 digit,1994-04-11
180061367423781,08/25,JCB 15 digit,2016-06-21
3520313881234730,09/23,JCB 16 digit,1996-03-15
4264818576749220,05/30,VISA 16 digit,2006-11-28
4287673521091,10/32,VISA 13 digit,2002-11-17
630468342211,11/30,Maestro,2021-11-22
2448743974220530,11/26,Mastercard,2010-12-18
6515091549324210,03/30,Discover,2005-09-16
4502290763599,03/24,VISA 13 digit,2021-06-01
344625296975542,08/24,American Express,2012-06-08
6526241301336090,03/29,Discover,2015-02-07
4021624321391300,03/30,VISA 16 digit,1998-12-27
6011664904394550,05/31,Discover,2001-06-14
4092853959310570,10/28,VISA 16 digit,2006-02-11
213157781860672,03/31,JCB 15 digit,2007-03-06
4253416195001950,06/27,VISA 16 digit,2013-10-18
4478608940278150,01/28,VISA 16 digit,1999-03-08
4760986859096800000,01/29,VISA 19 digit,2018-05-01
6011510090541920,04/25,Discover,2003-11-23
6508197155835650,10/23,Discover,1992-12-29
4745247147695530,11/29,VISA 16 digit,2001-05-07
3598138140786340,04/28,JCB 16 digit,1994-01-10
4496508120396100000,09/31,VISA 19 digit,2004-09-01
6011857179851340,06/24,Discover,2014-07-10
6501233871277450,11/23,Discover,2000-10-26
3577856885102710,04/27,JCB 16 digit,2009-07-09
2268807301429570,03/29,Mastercard,2021-11-25
676146893232,07/30,Maestro,2005-12-21
60437834504,09/29,Maestro,2019-05-11
4501903599313870000,05/30,VISA 19 digit,2018-08-18
4432517196029,01/24,VISA 13 digit,2013-12-30
180005174654062,02/24,JCB 15 digit,2022-01-30
2716642521523520,02/26,Mastercard,1998-01-18
4421717685345,03/23,VISA 13 digit,2004-02-14
6011261007617290,05/27,Discover,1993-05-29
2702211543642550,11/24,Mastercard,1999-04-03
3578140547436280,06/30,JCB 16 digit,2000-05-15
374125710818892,05/32,American Express,2009-08-15
3567336026423690,12/25,JCB 16 digit,2005-06-11
502064358901,06/27,Maestro,2006-10-28
3562658480375660,10/23,JCB 16 digit,2020-09-27
6503240776921200,03/27,Discover,2002-09-13
676195876955,09/28,Maestro,2015-05-27
4706675806056850,08/32,VISA 16 digit,1999-10-04
3553195687470520,03/30,JCB 16 digit,1997-09-21
3558072641422770,02/23,JCB 16 digit,2000-02-27
2266880902560620,07/32,Mastercard,2005-07-26
4992967248055480000,09/23,VISA 19 digit,2016-10-07
2282436649763040,10/26,Mastercard,1994-06-03
3595498957088220,03/25,JCB 16 digit,1997-07-20
372166137579537,11/29,American Express,1993-06-30
4138293038608190000,07/30,VISA 19 digit,1998-05-04
3528910346405580,04/29,JCB 16 digit,2001-06-09
4625608378038080,06/23,VISA 16 digit,2021-03-02
349917595543047,03/31,American Express,1993-04-10
3570065647620460,04/24,JCB 16 digit,2021-02-06
5324693886216110,11/26,Mastercard,2007-01-18
4428995291092,01/25,VISA 13 digit,2013-01-05
4233770303345480,06/26,VISA 16 digit,2006-06-24
4602883079880,06/26,VISA 13 digit,1999-05-15
4269316785486450,05/26,VISA 16 digit,2016-02-07
6550545983529230,05/24,Discover,2001-12-10
3599561955811600,02/27,JCB 16 digit,1992-12-23
213183151139745,08/29,JCB 15 digit,2017-02-17
639074292819,11/27,Maestro,2017-02-02
3542020732624530,10/28,JCB 16 digit,1995-12-18
4115801086731420,06/32,VISA 16 digit,2012-06-11
2294190816485710,06/30,Mastercard,2013-10-27
2231603604622050,02/25,Mastercard,2011-02-22
6011423055900020,05/29,Discover,2016-08-29
379466637865748,06/25,American Express,2009-02-15
347210924688861,11/29,American Express,2008-07-04
3547536817357310,05/24,JCB 16 digit,1996-06-29
4235095873475,05/30,VISA 13 digit,2020-05-07
2704294137711980,10/23,Mastercard,1997-01-26
3513445859280220,02/24,JCB 16 digit,2017-08-05
639027649594,06/26,Maestro,2017-05-09
3558378075681730,07/31,JCB 16 digit,2007-02-12
4625173367586380,09/24,VISA 16 digit,2012-01-08
4811203556744250000,12/25,VISA 19 digit,2017-11-21
2709368109551420,03/28,Mastercard,2005-01-05
60423759343,03/27,Maestro,1997-02-08
3529855126890670,11/30,JCB 16 digit,2007-02-04
4211242930708,06/25,VISA 13 digit,2009-04-29
4002018380780490,08/30,VISA 16 digit,2001-04-26
3547126515568180,09/25,JCB 16 digit,1996-05-12
676171600544,07/26,Maestro,1996-02-29
213178201826754,01/32,JCB 15 digit,2021-10-19
639016979002,08/31,Maestro,2007-09-04
4818801622656,08/31,VISA 13 digit,2007-05-03
4494940424568,01/24,VISA 13 digit,2013-03-04
60459512475,08/29,Maestro,2003-02-21
213163120438915,03/24,JCB 15 digit,2013-05-09
6011688512323700,03/26,Discover,2012-01-11
4378328983778650000,08/25,VISA 19 digit,2013-07-04
4895420843538540000,06/26,VISA 19 digit,2019-05-22
4156755247040070000,07/23,VISA 19 digit,2017-10-16
6011943596100070,04/23,Discover,1995-11-15
213130161000532,12/24,JCB 15 digit,2003-04-20
6524080841413880,12/29,Discover,1993-08-23
4551764449397980,08/26,VISA 16 digit,1995-07-05
4843483230851600,04/32,VISA 16 digit,2002-11-06
3514981307994670,03/24,JCB 16 digit,2004-10-24
6543547193792830,12/26,Discover,1993-03-22
3536833781343120,12/25,JCB 16 digit,2010-03-07
4978138839083970,06/29,VISA 16 digit,1999-08-14
4856093313233480000,07/28,VISA 19 digit,2014-11-01
345064881248090,07/30,American Express,2020-11-24
4010145694551480,09/25,VISA 16 digit,2016-12-31
4610813855117850,06/25,VISA 16 digit,2011-05-13
4344676930215350000,08/30,VISA 19 digit,2015-05-22
4817161648433260000,03/26,VISA 19 digit,2003-02-17
4939697474642200000,04/25,VISA 19 digit,2017-10-23
180085382614801,10/25,JCB 15 digit,2012-02-11
213101061076567,11/27,JCB 15 digit,2008-11-01
582375474480,11/31,Maestro,2006-09-16
5531083918368320,09/29,Mastercard,2002-08-01
374785250111527,10/27,American Express,2012-05-07
4647770643611,06/23,VISA 13 digit,2005-09-30
2269703600342280,03/28,Mastercard,1999-05-18
4741500660174530,01/31,VISA 16 digit,2020-04-18
6011803105132710,04/23,Discover,2005-11-19
4062584042128890,07/24,VISA 16 digit,1997-02-28
379962243311192,05/24,American Express,2002-02-14
4460955923626660,11/29,VISA 16 digit,2006-08-13
4566392253705260,12/31,VISA 16 digit,1998-04-13
373726039892780,07/27,American Express,1994-08-06
6523447822202100,06/32,Discover,2021-01-03
379596286884663,04/26,American Express,2008-05-20
346745773013027,01/28,American Express,2009-12-10
2269267248393850,08/28,Mastercard,2005-01-05
5515591723349900,08/26,Mastercard,1996-10-24
349166396985847,09/26,American Express,2013-11-23
6584160107252100,02/24,Discover,1998-01-24
3586553040641930,05/29,JCB 16 digit,2005-06-12
2713001501907810,04/26,Mastercard,1995-03-15
3571295775840890,01/24,JCB 16 digit,2015-07-16
4007015338779350000,04/23,VISA 19 digit,2010-07-21
630415021694,04/23,Maestro,2002-03-29
346152887690941,07/26,American Express,1998-11-17
4888764701453070,10/24,VISA 16 digit,1994-02-19
4277373303589110,11/28,VISA 16 digit,1998-04-27
4930111329057450000,06/24,VISA 19 digit,2011-08-09
676112613481,02/27,Maestro,1995-08-06
5399268281728400,03/29,Mastercard,2022-03-23
4829080205579930,06/27,VISA 16 digit,2019-07-26
4158258312842570,11/27,VISA 16 digit,2022-06-07
5369509597427430,01/23,Mastercard,1993-11-27
2259483425659140,06/24,Mastercard,1999-06-07
348756554248375,02/23,American Express,1993-07-17
4023899245945390,04/24,VISA 16 digit,1998-01-11
6011088886477480,04/30,Discover,2002-07-09
3597537604977190,10/26,JCB 16 digit,2013-05-30
4937081009515,05/25,VISA 13 digit,2005-12-23
4707442026569,11/32,VISA 13 digit,2003-03-28
2717066175059040,09/26,Mastercard,2019-03-15
3509861875979310,04/25,JCB 16 digit,2010-03-09
3592716055903160,09/24,JCB 16 digit,2018-06-21
6546302071893710,10/28,Discover,2011-10-03
4922962266731,07/32,VISA 13 digit,2006-03-19
4659610642012560,07/28,VISA 16 digit,2009-10-16
5400916975088620,06/26,Mastercard,2020-12-13
3511081035565280,06/31,JCB 16 digit,2014-02-18
3596717771418230,03/31,JCB 16 digit,1995-07-09
4477151609670,08/28,VISA 13 digit,1996-07-28
3529443164464450,01/26,JCB 16 digit,2020-01-19
3526626570136160,11/23,JCB 16 digit,1999-10-22
3593271913239240,03/28,JCB 16 digit,2021-07-23
6011411155989180,08/30,Discover,2017-10-19
4917181456535,09/32,VISA 13 digit,2019-05-23
3560838092908720,10/28,JCB 16 digit,2004-04-22
371611749657883,10/29,American Express,2011-06-19
4593057297343,03/27,VISA 13 digit,1998-09-28
4970743972096900000,01/27,VISA 19 digit,2010-10-08
585639119734,06/26,Maestro,2000-10-24
3593101830028440,02/31,JCB 16 digit,2021-04-13
4425586175140060000,07/27,VISA 19 digit,1998-04-13
2261159543904900,10/31,Mastercard,1994-12-28
4451391601344760000,01/24,VISA 19 digit,2002-08-29
4505395703564370,08/28,VISA 16 digit,2018-11-07
213167085821353,10/31,JCB 15 digit,2011-12-02
3512083231972240,11/26,JCB 16 digit,2015-07-05
4602262556401290,12/22,VISA 16 digit,2002-12-31
3514449098437560,12/24,JCB 16 digit,2001-10-05
4536680211305490,09/26,VISA 16 digit,2001-03-30
4162585124218990,03/28,VISA 16 digit,2018-01-23
3567781664548780,09/24,JCB 16 digit,1997-12-02
4561608122435,09/24,VISA 13 digit,2001-07-17
4918636593179,02/27,VISA 13 digit,2019-05-28
4787915516973,02/24,VISA 13 digit,2003-01-04
4004698644110600,06/27,VISA 16 digit,1993-10-11
180092318240446,03/23,JCB 15 digit,1994-05-11
4628675619021120000,03/29,VISA 19 digit,2008-10-10
3534426838054540,08/28,JCB 16 digit,1996-03-22
6011608132074610,01/23,Discover,2020-06-21
2229666773762260,09/26,Mastercard,2004-04-08
180070877074729,01/24,JCB 15 digit,2012-04-04
2289921097633470,12/23,Mastercard,2008-03-29
4424327820138,08/32,VISA 13 digit,1996-05-15
4957201673495,04/26,VISA 13 digit,2010-05-12
4723413973432,08/26,VISA 13 digit,2014-02-12
6549470380557760,07/29,Discover,2005-08-30
3541752675837080,03/28,JCB 16 digit,1993-06-16
5120939858693450,02/24,Mastercard,2012-08-30
4953860819777650,05/28,VISA 16 digit,2014-10-08
213129751510835,06/30,JCB 15 digit,2020-11-24
6555930094375350,04/30,Discover,2008-08-12
4380531303878910,01/32,VISA 16 digit,2001-06-30
213180543360401,04/25,JCB 15 digit,1998-01-02
4502483486624590000,09/30,VISA 19 digit,2015-01-17
213185215584501,03/32,JCB 15 digit,1999-10-04
6011962460606710,09/23,Discover,1993-12-06
6011632753697820,09/31,Discover,2021-09-30
4655324001198970,12/29,VISA 16 digit,2017-09-17
676266635769,02/29,Maestro,1999-06-06
4878221881803,09/31,VISA 13 digit,2020-11-12
3590431633740840,05/24,JCB 16 digit,1996-11-01
3524572103378320,04/32,JCB 16 digit,1997-10-20
4167493180016470000,09/27,VISA 19 digit,2003-03-09
4357845066679,12/30,VISA 13 digit,2011-08-12
343036789809084,07/27,American Express,2014-04-02
4044152382612110,08/31,VISA 16 digit,2008-01-30
4390910386922960000,01/29,VISA 19 digit,2006-09-15
180082614217735,07/30,JCB 15 digit,2003-01-07
3548121591165460,07/27,JCB 16 digit,2022-05-14
180047371987903,11/28,JCB 15 digit,1993-01-29
676398080074,09/28,Maestro,1997-12-09
3565340899950070,11/25,JCB 16 digit,2002-02-27
2505053207336060,11/27,Mastercard,2009-04-09
180087159709723,08/25,JCB 15 digit,1998-11-24
3507595511312410,03/25,JCB 16 digit,2019-11-17
4112072534997290000,05/32,VISA 19 digit,1995-01-22
376298425412711,11/27,American Express,2004-08-22
4367845994827160,12/26,VISA 16 digit,2012-04-02
3522712871421560,12/22,JCB 16 digit,2009-11-15
3533817442116050,10/28,JCB 16 digit,1995-04-08
3557213130049530,07/31,JCB 16 digit,2013-09-29
4255206163228,05/30,VISA 13 digit,2003-04-10
6542978884130510,03/30,Discover,2002-03-15
3515278659516400,06/23,JCB 16 digit,2002-02-13
6573670958946070,09/32,Discover,2005-02-26
2689242769131810,04/26,Mastercard,2010-12-21
180096442851010,11/29,JCB 15 digit,2002-07-28
675903242179,11/24,Maestro,1998-02-21
4749056042863770000,09/32,VISA 19 digit,2021-11-25
345227172039078,06/31,American Express,2000-06-11
4580155219910390,11/25,VISA 16 digit,1993-12-25
4192300433716220,06/30,VISA 16 digit,2021-06-13
3502006980669370,08/30,JCB 16 digit,2020-09-01
2703636347401630,03/30,Mastercard,2019-05-19
639065047743,12/26,Maestro,2007-10-28
345196653404467,06/30,American Express,2015-12-27
4314254184656230000,07/25,VISA 19 digit,2010-05-26
4141903339559010,09/23,VISA 16 digit,1995-08-20
5504565046531510,01/29,Mastercard,2019-12-06
3501428428886220,08/28,JCB 16 digit,2009-05-01
4795338572499310,01/30,VISA 16 digit,2003-01-03
4298048067694,05/26,VISA 13 digit,2003-06-04
3562650927824840,07/26,JCB 16 digit,2013-05-30
6011306170695400,05/26,Discover,2017-12-17
213160875974227,02/29,JCB 15 digit,2013-09-29
375297739455938,06/28,American Express,2015-08-05
6534345296761920,03/25,Discover,2010-12-27
4591210391813,01/30,VISA 13 digit,2020-10-04
4503951349030130,11/24,VISA 16 digit,2002-04-01
370275525337366,12/22,American Express,2009-03-21
4749775206408790,01/32,VISA 16 digit,2001-03-26
675943614726,01/26,Maestro,2002-08-18
6503480985023770,01/23,Discover,2001-02-03
4829112419161,05/26,VISA 13 digit,2007-01-26
4626546619929170,03/23,VISA 16 digit,2022-08-24
4976882332432200000,12/24,VISA 19 digit,2007-12-23
4021856387263620,11/28,VISA 16 digit,1998-02-28
3536132920765830,02/23,JCB 16 digit,2006-12-28
3584726644805380,08/24,JCB 16 digit,1998-12-17
4868394397042,12/25,VISA 13 digit,2022-06-25
4315590815799,12/27,VISA 13 digit,2005-05-22
4798446048966620000,12/29,VISA 19 digit,2014-12-25
2484578818866860,11/28,Mastercard,1998-11-18
379026978508818,03/32,American Express,2011-07-23
3576058568816810,11/30,JCB 16 digit,2006-08-23
3597591254903840,10/29,JCB 16 digit,2019-10-20
4133692319515,09/24,VISA 13 digit,2016-11-30
3580752058670320,09/28,JCB 16 digit,2010-07-13
180049439342378,12/26,JCB 15 digit,1999-07-25
4505349003160430,04/26,VISA 16 digit,1993-11-20
4076811135777900000,11/31,VISA 19 digit,2020-05-15
3589181190785870,11/30,JCB 16 digit,2001-02-20
180005882555361,10/27,JCB 15 digit,2009-02-13
4126366558210,05/24,VISA 13 digit,2010-11-25
4524046726664100,07/31,VISA 16 digit,1998-11-17
4298871809950050,11/27,VISA 16 digit,2019-01-11
4736525777197480000,02/32,VISA 19 digit,2008-01-09
2720092543167140,03/31,Mastercard,1999-08-18
376267193347250,08/29,American Express,2019-07-14
501886360418,12/26,Maestro,2011-02-12
6528129774064910,01/29,Discover,1997-12-12
4295169504117,06/29,VISA 13 digit,2007-06-24
3594008145521990,10/24,JCB 16 digit,2009-05-31
213151121178770,07/30,JCB 15 digit,2008-12-25
213167864531165,12/28,JCB 15 digit,2000-07-22
4949782488077080000,10/31,VISA 19 digit,1997-01-03
676241408688,01/30,Maestro,2008-02-26
2716944774319570,11/30,Mastercard,2011-01-28
3515893025172960,03/27,JCB 16 digit,1995-03-01
4517693081902,04/24,VISA 13 digit,2006-11-04
4414121132053610,02/30,VISA 16 digit,2011-06-14
4506677895007,01/23,VISA 13 digit,2018-06-02
372440290055449,11/26,American Express,2010-01-07
4032073233842,09/27,VISA 13 digit,2020-08-21
6011720383207380,06/30,Discover,2017-03-16
4785306299290,11/28,VISA 13 digit,2008-02-13
3528051321422190,06/26,JCB 16 digit,2003-06-04
6531038933207500,07/31,Discover,2017-10-04
6011239889882730,06/26,Discover,1998-02-02
4152420631198590,11/30,VISA 16 digit,2007-07-21
4027733905185,12/28,VISA 13 digit,2004-10-22
4007884238564150,06/30,VISA 16 digit,2005-07-24
3594907794796520,06/27,JCB 16 digit,2009-01-02
4763153980734,01/23,VISA 13 digit,2015-11-25
341558117859020,03/32,American Express,1997-12-07
4844621219721890,01/24,VISA 16 digit,2014-11-26
4241195154378,09/32,VISA 13 digit,2015-09-12
3501548729226070,05/29,JCB 16 digit,2017-03-27
4634218550054420000,08/31,VISA 19 digit,2014-11-25
60412836177,10/24,Maestro,2018-01-20
373134065403830,01/26,American Express,2010-06-11
5352095792844080,06/23,Mastercard,2010-02-07
3589825035788220,04/30,JCB 16 digit,1995-07-17
503837241945,03/24,Maestro,2015-01-01
4913219024916090000,08/31,VISA 19 digit,2021-03-08
4065899784309770,11/24,VISA 16 digit,2014-08-08
3574236004436670,01/28,JCB 16 digit,1998-02-28
6537609174349460,03/30,Discover,2000-12-20
2584907757376990,02/24,Mastercard,1998-11-26
4629856857054080000,11/25,VISA 19 digit,2005-07-20
4231594021269210,10/27,VISA 16 digit,2004-04-05
3578893648199510,10/26,JCB 16 digit,1997-04-22
3556866499435320,06/24,JCB 16 digit,2015-11-19
4740274072627960000,11/30,VISA 19 digit,2004-12-06
3555419400123630,05/24,JCB 16 digit,2013-05-26
4468019164260720,07/23,VISA 16 digit,2018-12-09
4091674730726390,03/28,VISA 16 digit,2016-02-23
341753323140386,02/26,American Express,2009-03-29
3546470877126700,07/23,JCB 16 digit,2019-02-07
4616315244509520,07/32,VISA 16 digit,1995-05-03
2607233329121460,03/28,Mastercard,2001-09-18
503809068201,09/29,Maestro,1997-01-22
4628818810438,06/27,VISA 13 digit,2013-07-05
3508063135045640,05/24,JCB 16 digit,2014-01-14
4504395184234,09/24,VISA 13 digit,2022-10-09
676251847361,07/24,Maestro,2010-08-06
343912297321970,07/28,American Express,2020-11-07
4257850470668700000,01/30,VISA 19 digit,2020-08-03
503812070269,04/24,Maestro,2011-06-12
3521785349758090,06/28,JCB 16 digit,2001-12-17
503825286373,06/25,Maestro,1993-11-04
3550235790852550,09/26,JCB 16 digit,2020-06-15
373860933782100,05/25,American Express,2000-02-16
4602999299687,08/31,VISA 13 digit,2002-02-22
4674853269575350000,05/31,VISA 19 digit,1998-06-29
4229270612183360,05/26,VISA 16 digit,2021-04-14
4569503445413840000,05/24,VISA 19 digit,2021-07-17
3573892818782710,04/23,JCB 16 digit,1993-12-17
2221878357175950,02/30,Mastercard,2015-06-03
6523882845466790,03/25,Discover,2011-12-11
180068196018757,02/30,JCB 15 digit,2006-12-20
6011479535449640,12/28,Discover,1998-01-19
373318141902770,09/25,American Express,1995-09-25
213194045588542,02/30,JCB 15 digit,2009-04-01
3512545461638350,04/27,JCB 16 digit,2021-12-30
4353805486862130000,10/25,VISA 19 digit,2021-01-13
4354446328417090,07/27,VISA 16 digit,2014-05-12
347482220631719,10/32,American Express,2012-05-22
4806349433165,02/30,VISA 13 digit,2010-04-01
3502401690178850,11/29,JCB 16 digit,2016-03-28
6523196684177650,06/27,Discover,2010-01-31
2720301851552780,04/26,Mastercard,1995-08-30
4228087885850360,08/23,VISA 16 digit,2020-12-24
4380030309423,03/25,VISA 13 digit,2021-03-05
4564098867850850,11/30,VISA 16 digit,2018-01-07
676177155279,07/31,Maestro,2007-04-11
2259704450565380,08/25,Mastercard,2015-08-04
4221167370555990,04/30,VISA 16 digit,2022-07-25
3566159302967760,09/27,JCB 16 digit,2008-06-17
6011465543695250,04/32,Discover,2020-10-26
3558244711285730,05/29,JCB 16 digit,2008-08-10
4402615001201220,03/29,VISA 16 digit,2022-07-19
4201445313141680,03/32,VISA 16 digit,2018-08-01
213173228911747,01/24,JCB 15 digit,2002-08-05
180078314608629,10/30,JCB 15 digit,2001-04-19
180057636491724,09/31,JCB 15 digit,2009-07-28
3503647856882890,07/23,JCB 16 digit,2021-11-21
3590825885825150,07/31,JCB 16 digit,2003-08-22
4516078223676460000,04/32,VISA 19 digit,2002-03-22
213109685151302,07/23,JCB 15 digit,1997-08-25
340685306315216,08/25,American Express,2009-08-01
4878395172638340,03/24,VISA 16 digit,1999-02-05
213176613180000,07/29,JCB 15 digit,2006-01-08
4612813104807,05/27,VISA 13 digit,2010-01-15
4981747667254370000,11/29,VISA 19 digit,2007-11-21
6589051987068900,06/23,Discover,1997-05-10
4041442005783070,06/26,VISA 16 digit,1996-10-02
5198120600535430,11/27,Mastercard,2009-06-26
213119926023020,04/23,JCB 15 digit,2003-06-16
213135893212123,02/28,JCB 15 digit,2019-06-07
3521084560145570,12/29,JCB 16 digit,2017-11-30
